,Unnamed: 0,sentence,label
259,49,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive
260,369,"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .",positive
261,145,It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,neutral
262,118,The plant will collect raw material from the Baltic Sea region .,neutral
263,21,This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive
264,697,Liora 's got a brand-new bag .,neutral
265,67,"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive
266,216,"Viking will pay EUR 130 million for the new ship , which will be completed in January 2008 .",neutral
267,235,"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",neutral
268,488,A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral
269,46,The company said that the fall in turnover had been planned .,negative
270,161,"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",neutral
271,372,"In 2006 , Kone received an order from Aker Yards to supply 43 customised elevators for the very first Genesis cruise ship which is scheduled to be completed in 2009 .",positive
272,705,The GeoSolutions team further provides an intriguing new technology combining GPS and Mobile-based technologies together with Internet-based social networking .,neutral
273,297,Technopolis 's technological centers supply their clients with modern high-class premises .,neutral
274,460,"The Process Products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in China , South America , and Saudi Arabia .",neutral
275,100,"Water Treatment Products In Australia Today , Global Research & Data Services is going to publish a market analysis about the market for chemical water treatment products in Australia .",neutral
276,338,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive
277,193,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs .",neutral
278,844,"With the extension of the new contract for a further eight engines , the plant will now produce over 100 MW , it said .",positive
279,829,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",negative
280,9,The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,neutral
281,999,One of the largest projects of the magazine division of SanomaWSOY - Sanoma Magazines International in 2006 became launch of the Russian magazine Gloriya .,neutral
282,228,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,negative
283,549,"The largest construction company in Finland , YIT Corporation , is to acquire 70 % of the shares in the Slovak construction company Reding Bratislava .",neutral
284,554,"He found him again , however , after the driver was involved in a two-car accident .",neutral
285,925,- Moody 's said it gave P A1 long-term senior unsecured and P P-1 short-term debt ratings to Finnish lender Aktia Bank 's EUR1bn USD1 .4 bn euro medium-term note EMTN program of 25 March 2011 .,neutral
286,717,You are warmly welcome !,neutral
287,317,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) reported on Thursday ( 6 November ) an operating loss of EUR1 .3 m on net sales of EUR11 .9 m for the period January to September 2008 .,neutral
288,407,Honkarakenne Oyj - a world-leading manufacturer of genuine wooden homes - will be sponsoring Finnish crosscountry skier Virpi Kuitunen for the next three years .,neutral
289,115,All Amer Sports companies develop and manufacture technically advanced products that improve the performance of active sports participants .,neutral
290,842,NWC ANALYSIS :,neutral
291,898,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,positive
292,102,"In January-June 2010 , diluted loss per share stood at EUR0 .3 versus EUR0 .1 in the first half of 2009 .",negative
293,609,"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",neutral
294,88,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,positive
295,191,"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants .",neutral
296,383,"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",neutral
297,912,In 2007 Etteplan reported a turnover of EUR125 .2 m.,neutral
298,293,The business development initiatives in North America are headed by Lynn Shanahan .,neutral
299,501,"Fortum is looking to invest in several new production units , including a new waste-fired unit at its Brista combined heat and power ( CHP ) plant and a biofuels-based production unit at Vartan CHP plant .",neutral
300,621,Sales in Finland rose by 3.9 % and international growth was 0.7 % .,positive
301,718,Finnish forest machinery manufacturer Ponsse has agreed with Volvo on the start of cooperation in Latin America .,positive
302,957,CORPORATE IT UPDATE - ( C ) 1995-2009 M2 COMMUNICATIONS LTD Finnish technology group Teleste Corporation ( OMX Helsinki : TLT1V ) reported on Wednesday ( 4 February ) an operating profit of EUR5 .6 m on net sales of EUR108 .7 m for the year 2008 .,neutral
303,553,The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,positive
304,435,Previously the company has estimated its operating profit to reach the level of 2005 only .,positive
305,299,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006 .",neutral
306,650,The new name of the Sanoma Division will be Sanoma News .,neutral
307,82,Finnish Okmetic that manufactures and processes silicon wafers for the semiconductor and sensor industries and Norwegian solar wafer company NorSun have signed a contract under which Okmetic will supply NorSun mono silicon crystals for use in solar cell manufacturing .,positive
308,89,Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive
309,581,"POYRY PLC Additional information by : Heikki Malinen , President and CEO , Poyry PLC tel. +358 10 33 21307 Poyry is a global expert in consulting and engineering .",neutral
310,525,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market .",neutral
311,781,EUR 152.4 mn of this was net interest income .,neutral
312,949,Halonen 's office acknowledged receiving the letter but declined comment .,neutral
313,344,"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",neutral
314,58,`` Fixed Mobile Convergence solutions represent a key value proposition in today 's communication market .,neutral
315,916,The operating margin came down to 2.4 % from 5.7 % .,negative
316,869,"In future , the plant will focus on the production of flange profiles for wind farm towers .",neutral
317,31,"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said .",negative
318,99,"The contract , which was signed yesterday , will run for five years and includes a two-year extension option .",neutral
319,397,"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , at 11.00 am ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS A total of 95,000 new shares of Aldata Solution Oyj have been subscribed for with the company 's 2003A stock options .",neutral
320,655,No pricing details were disclosed .,neutral
321,608,Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive
322,62,Net sales increased to EUR655m in April to June 2010 from EUR438m a year earlier .,positive
323,901,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive
324,156,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",neutral
325,640,"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",positive
326,47,Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,positive
327,75,"In the Baltic countries , Atria 's target is organic growth .",neutral
328,954,"The closing of the transaction is scheduled to take place on January 10 , 2008 .",neutral
329,182,Asian traffic declined by 3.4 per cent .,negative
330,815,`` We could be there .,neutral
331,584,`` We are selling an information systems development business to the Finns .,neutral
332,828,"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",neutral
333,634,Turnover rose to EUR21m from EUR17m .,positive
334,724,"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said .",positive
335,483,"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative
336,519,Viking Line has canceled some services .,negative
337,905,"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company .",neutral
338,406,"Nurminen Logistics provides high-quality logistics services , such as railway transports , terminal services , forwarding , special and heavy transports and medical transports .",neutral
339,530,Finnish publishing and printing group Ilkka-Yhtym+ÃÂ± will introduced a staff smoking ban as of the beginning of 2007 at the company 's three newspapers .,neutral
340,779,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .",negative
341,295,"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",neutral
342,632,"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008 .",negative
343,315,"According to latest information , Benefon will launch its Twig device on 20 September 2006 .",neutral
344,805,"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",neutral
345,17,Profit of the accounting period was EUR 0.3 mn .,neutral
346,230,"According to Tyrv+ÃÂ±inen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",neutral
347,587,"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",positive
348,915,"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",positive
349,888,"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",neutral
350,249,`` Stonesoft sees great promise in the future of IPv6 .,positive
351,508,A huge issue for us is the button placement .,neutral
352,322,The markets expect Heineken to sell Hartwall as a whole or in parts .,neutral
353,965,"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",positive
354,487,QPR ProcessGuide is available as a system solution with centralized storage and management of process content as well as a standalone desktop version ; QPR ProcessGuide Xpress .,neutral
355,791,facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,neutral
356,837,"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology .",neutral
357,386,"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",positive
358,695,Operating profit for the quarter April-June 2006 amounted to EUR42 .9 m on net sales of EUR156 .3 m.,neutral
359,270,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral
360,374,"Marimekko has today ( 20 November ) signed a license agreement with the Swedish chain , whereby Marimekko will license some of its popular patterns from the 1950s , 1960s and 1970s to H&M .",positive
361,323,Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,positive
362,10,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,neutral
363,236,"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .",neutral
364,732,"Net sales by the Sata-Flexo Group came to some EUR4 .3 m in 2007 , and the group companies employed a total of 40 people .",neutral
365,572,"Currently it operates a fleet of eight carriers , as well as nine pushers and barges .",neutral
366,817,It also turned to earnings per share ( EPS ) of EUR 0.08 versus loss per share of EUR 0.04 .,positive
367,794,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .,positive
368,227,"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",neutral
369,643,No financial details of the deployment were disclosed .,neutral
370,990,"Elisa Corporation , headquartered in Helsinki , is a Finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services .",neutral
371,811,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",negative
372,819,The authorization is in force for a period of 18 months from the resolution by the General Meeting .,neutral
373,430,Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive
374,3,The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,neutral
375,174,The merger between the two telecoms operators was expected to result in the world 's fourth largest telecoms operator .,neutral
376,313,"The Finnish business delegation includes representatives from over 20 companies that include Nokia Corp , Finnfund , Outokumpu Oyj , OKO Bank , Alteams Oy and Cargotec Corp. .",neutral
377,713,Finnish fibers and plastic products maker Suominen Corporation said its net loss from continuing operations narrowed to 1.8 mln euro ( $ 2.3 mln ) in 2006 from 3.7 mln euro ( $ 4.8 mln ) in 2005 .,positive
378,5,"Of this , EUR 38.8 mn was net interest income .",neutral
379,64,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative
380,726,"Prothious Engineering ( www.prothious.com ) employs more than 1,000 and has a large portfolio of projects and an annual detailing capacity of more than 100,000 tonnes .",neutral
381,184,"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive
382,654,"In Finland , Martela offers a comprehensive service that can cover the entire process of change from initial inventory and design to removal and maintenance .",neutral
383,457,"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",neutral
384,708,"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",negative
385,302,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive
386,663,CS Cabot 's main consumers on the Czech and Slovak market are tires producers Barum Continental and Matador Continental .,neutral
387,848,The Group also has a strong global position in other fishing categories .,positive
388,389,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive
389,76,The company did not distribute a dividend in 2005 .,neutral
390,469,"As a result , it has started negotiations with the banks on provisional amendments concerning the covenants and other credit terms .",neutral
391,782,"Secure your files online Like filling out a tax return , making a backup is boring .",neutral
392,56,The agreement is valid for four years .,neutral
393,674,We do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers .,neutral
394,340,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus .",neutral
395,261,"The antibody , administered at repeated doses of up to 8 mg-kg , was generally well tolerated , and the pharmacokinetic characteristics of BTT-1023 in psoriasis patients were consistent with those observed in a previously completed study in rheumatoid arthritis RA patients .",neutral
396,920,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral
397,416,"The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .",negative
398,560,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .",neutral
399,351,The adjustment measures will be carried out in phases to secure the delivery capability .,neutral
400,68,"Music is provided by all major international and regional labels including Universal Music Group , Sony Music Entertainment , Warner Music , EMI Music , Rotana , Mazzika , Melody Music , Platinum Records , and leading content aggregator The Orchard , as well as thousands of independent labels .",neutral
401,873,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative
402,744,M2 Communications disclaims all liability for information provided within information on on the world wide web .,neutral
403,981,"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",negative
404,569,`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .,neutral
405,628,"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",positive
406,447,Componenta 's objective with this agreement is to increase business on its existing production lines .,positive
407,588,"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",neutral
408,767,Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,positive
409,652,"The Bank of +ÃÂ land acquired the private banking business , asset management , and share brokerage business of Kaupthing Sweden in early 2009 .",neutral
410,242,The number of bodily injury cases quadrupled in 2000-2006 .,negative
411,298,"The business goals for 2009 will realize with the temporary lay-offs carried out in the summer of 2009 , and with other savings measures .",neutral
412,410,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .,neutral
413,930,"Currently , the plant operates on full capacity .",neutral
414,516,Teleste expects to start the deliveries at the end of 2009 .,neutral
415,533,"`` We have significant experience in smartphone functionality , in the development of mobile Internet services , and in uniting the two into a smooth user experience .",positive
416,494,"The ten year rent contract with the right of prolongation on the existing terms , was signed between Stockmann and the owner of the shopping center in 1998 .",neutral
417,566,Rautaruukki Corporation Stock exchange release 3 December 2009 at 12 noon Ruukki 's construction and engineering divisions are to further improve and adjust their operations in Finland .,positive
418,433,"Entire paper mills may be set up , especially in the new EU member states .",neutral
419,812,"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",negative
420,207,"Previously , the company anticipated its operating profit to improve over the same period .",positive
421,467,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .",positive
422,327,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive
423,153,Neither of the companies use genetically engineered soy at the moment .,neutral
424,904,"In the Baltic countries , sales fell by 40.2 % , and in Russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative
425,662,"Janno Reiljan , a member of the Eesti Energia supervisory board , said the owners of Narva Power Grid had informed Eesti Energia about their wish to sell .",neutral
426,820,"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",neutral
427,277,Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .,neutral
428,843,"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",positive
429,231,"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .",neutral
430,316,Terms were not disclosed .,neutral
431,486,GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,neutral
432,274,"In the automobile space , Maruti is the most searched brand in cars .",neutral
433,506,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore .",neutral
434,704,"Before FKI , John Jiang has worked in several general manager or senior business consultant positions for international companies in China .",neutral
435,267,Cargotec 's business areas also include the container handling solutions business area Kalmar and the marine cargo handling and offshore load handling solutions business area MacGREGOR .,neutral
436,376,TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .,neutral
437,936,"In the beginning of this year , Wartsila had secured an order to deliver four gas-fuelled main engines and propulsion machinery for the same vessel .",positive
438,749,"The total donation amount is EUR 1,115,000 .",neutral
439,689,"According to Karhinen , OP-Pohjola is an exciting enterprise because the cooperation will bring huge opportunities for customers and the company itself .",positive
440,160,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",negative
441,792,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .",neutral
442,831,"These companies own a 20,000 sq. m. office and commercial building and substantial amount of building right for a new shopping center in Liljeholmen , Stockholm .",neutral
443,224,"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .",neutral
444,789,Customers in a wide range of industries use our stainless steel and services worldwide .,neutral
445,942,F-Secure also point out the logical weakness in the sequenced numbers of a card approach that has apparently already been utilised .,negative
446,968,"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive
447,171,"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights .",neutral
448,502,"In 2009 , it reported net sales of approximately EUR 6mn .",neutral
449,367,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive
450,103,"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",positive
451,924,"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",negative
452,119,These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,neutral
453,287,"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila .",neutral
454,312,"The reductions will be implemented immediately , beginning in October 2009 .",neutral
455,319,"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit .",neutral
456,969,"However , the production is almost entirely very labor intensive and based on small investments only .",neutral
457,876,"In Finland , Sampo Bank , now part of the Danske Bank group , will lay off staff from the administrative and support functions .",negative
458,517,Finnish Bank of +ÃÂ land +ÃÂ landsbanken has issued a profit warning .,negative
459,348,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative
460,878,The statutory negotiations at headquarters are part of this decrease .,neutral
461,203,"W+ÃÂ±rtsil+ÃÂ± 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",positive
462,93,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design .",positive
463,414,The total value of the deliveries is some EUR65m .,neutral
464,499,Coffee will be served starting at 14:30 EET as well as after the event .,neutral
465,399,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .",neutral
466,276,An appeal concerning the project has been lodged at the Czech Ministry of the Environment .,neutral
467,602,"Thereby , the company will expand its offering to North , Central and South America .",positive
468,432,The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,neutral
469,80,The Finnish company Stockmann has signed the contract with the company Technopolis .,neutral
470,142,The order also includes start-up and commissioning services .,neutral
471,343,"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",neutral
472,686,Pentik+ÃÂ±inen emphasises that the most of the internet contents media houses provide can not be free forever .,neutral
473,324,The lay-offs will start gradually and will last from one to six weeks .,neutral
474,283,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .,positive
475,679,"The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland .",neutral
476,427,"When cruising , the revs fall as less engine output is required .",neutral
477,450,"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive
478,22,As a result some 20 persons will no longer be needed .,negative
479,454,"The company 's net profit amounted to EE 55.5 mn , which was 36 % more than in 2004 .",positive
480,555,"In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent .",neutral
481,244,"Established in 1987 , the SRV Group is a private Finnish construction concern with operations in Finland , the Baltic countries and Russia .",neutral
482,172,The effect of the savings will be noticeable from the beginning of 2010 .,neutral
483,26,The combined company had pro-forma net sales of 140 mln euro $ 188.9 mln and an operating profit of 13 mln euro $ 17.5 mln for 2006 .,neutral
484,946,Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,neutral
485,222,"---------------------------------------------------------------------- -------------- Munich , 14 January 2008 : BAVARIA Industriekapital AG closed the acquisition of Elcoteq Communications Technology GmbH in Offenburg , Germany , with the approval of the",neutral
486,20,Finnish plastic pipe maker Uponor is selling its Irish and UK infrastructure businesses to private equity company 3i .,neutral
487,445,"We look forward to take part in the future development of the company , '' says Tomas Billing , President of Nordstjernan .",neutral
488,797,He believes that the soy-oats have a good chance of entering the UK market .,positive
489,938,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .",neutral
490,955,`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . '',neutral
491,114,"October-December sales were 302 mln eur , or a 25.3 pct increase year on year .",positive
492,157,No service pricing details were disclosed .,neutral
493,746,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,neutral
494,108,"ALEXANDRIA , Va. , Nov. 5 -- Risto Kontturi of Rajamaki , Finland , and Jari Ylinen of Hyvinkaa , Finland , have developed an automated transportation system with a user-controlled transport selection .",neutral
495,186,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,neutral
496,116,"In the reporting period , EPS stood at EUR0 .07 versus EUR0 .11 .",negative
497,917,The sales price was not disclosed .,neutral
498,600,The rebuilds are designed to improve the machines ' performance and product quality .,positive
499,972,"Biohit said that it will reduce the number of leased personnel by 10 , and lay off 10 of its own personnel .",negative
500,606,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative
501,329,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral
502,511,The planned ethanol and energy production plant can operate in correlation with a waste treatment unit or a paper mill .,neutral
503,33,"For 2009 , Incap expects revenue of some EUR 70 million .",neutral
504,678,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",positive
505,403,The incident happened at 2:30 p.m. on Avenue 192 at Road 196 .,neutral
506,8,"LONDON AFX - UK and European brokers ' recommendations issued today , as collated by AFX News from a range of market sources .",neutral
507,604,` Nordic infrastructure construction is one of our strategic growth areas .,neutral
508,148,Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,negative
509,928,The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral
510,388,The expansion includes the doubling of the floor space and the addition of more lifting capacity and production equipment .,positive
511,165,FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,neutral
512,813,"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated .",positive
513,636,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",negative
514,778,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral
515,226,"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",neutral
516,586,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",negative
